
*************************
hdFourPro(): Four Processors:
Grid_SPEC: (WxH) 100x100
Tolerance Level: 0.1
Final accumulative difference between grids: 0.0999667
Iteration Count: 4224
CPU Time(Ticks): 4.07386e+06
CPU Time(Seconds): 4.07386s
OMP Wall Time(Seconds): 2.20627s
OMP Timer Precision(Seconds): 0
********************************
FINAL GRID: 
***********************************
[       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0]
[     100][ 99.6412][ 99.2829][ 98.9253][  98.569][ 98.2142][ 97.8614][  97.511][ 97.1634][ 96.8189][ 96.4779][ 96.1408][ 95.8079][ 95.4796][ 95.1563][ 94.8382][ 94.5257][ 94.2191][ 93.9188][ 93.6249][ 93.3379][ 93.0579][ 92.7853][ 92.5203][ 92.2632][ 92.0141][ 91.7734][ 91.5412][ 91.3176][ 91.1031][ 90.8976][ 90.7014][ 90.5146][ 90.3374][ 90.1699][ 90.0122][ 89.8646][  89.727][ 89.5996][ 89.4826][ 89.3759][ 89.2796][ 89.1939][ 89.1187][ 89.0542][ 89.0004][ 88.9573][  88.925][ 88.9034][ 88.8926][ 88.8926][ 88.9034][  88.925][ 88.9574][ 89.0005][ 89.0543][ 89.1189][  89.194][ 89.2798][  89.376][ 89.4828][ 89.5999][ 89.7272][ 89.8648][ 90.0125][ 90.1701][ 90.3376][ 90.5148][ 90.7016][ 90.8979][ 91.1034][  91.318][ 91.5415][ 91.7737][ 92.0145][ 92.2635][ 92.5207][ 92.7857][ 93.0583][ 93.3382][ 93.6253][ 93.9191][ 94.2194][  94.526][ 94.8385][ 95.1566][ 95.4799][ 95.8082][  96.141][ 96.4781][ 96.8191][ 97.1636][ 97.5112][ 97.8616][ 98.2144][ 98.5691][ 98.9254][ 99.2829][ 99.6413][     100]
[     100][ 99.6573][  99.315][ 98.9734][  98.633][ 98.2941][ 97.9571][ 97.6223][ 97.2902][  96.961][ 96.6352][ 96.3131][  95.995][ 95.6813][ 95.3723][ 95.0683][ 94.7696][ 94.4765][ 94.1894][ 93.9085][  93.634][ 93.3663][ 93.1057][ 92.8522][ 92.6063][ 92.3681][ 92.1378][ 91.9156][ 91.7018][ 91.4964][ 91.2998][  91.112][ 90.9333][ 90.7637][ 90.6033][ 90.4524][ 90.3111][ 90.1794][ 90.0574][ 89.9453][ 89.8432][  89.751][ 89.6689][ 89.5969][ 89.5352][ 89.4836][ 89.4423][ 89.4114][ 89.3907][ 89.3804][ 89.3804][ 89.3907][ 89.4114][ 89.4424][ 89.4837][ 89.5353][ 89.5971][  89.669][ 89.7512][ 89.8433][ 89.9455][ 90.0576][ 90.1796][ 90.3113][ 90.4527][ 90.6036][ 90.7639][ 90.9335][ 91.1123][ 91.3001][ 91.4968][ 91.7021][ 91.9159][ 92.1381][ 92.3684][ 92.6066][ 92.8526][  93.106][ 93.3667][ 93.6344][ 93.9088][ 94.1897][ 94.4768][ 94.7699][ 95.0686][ 95.3726][ 95.6816][ 95.9953][ 96.3134][ 96.6355][ 96.9613][ 97.2904][ 97.6225][ 97.9572][ 98.2942][ 98.6331][ 98.9735][  99.315][ 99.6573][     100]
[     100][  99.673][ 99.3463][ 99.0204][ 98.6955][ 98.3721][ 98.0505][  97.731][  97.414][ 97.0999][ 96.7889][ 96.4814][ 96.1778][ 95.8783][ 95.5833][  95.293][ 95.0079][  94.728][ 94.4538][ 94.1856][ 93.9235][ 93.6678][ 93.4188][ 93.1767][ 92.9417][ 92.7141][ 92.4941][ 92.2818][ 92.0774][ 91.8812][ 91.6932][ 91.5137][ 91.3428][ 91.1807][ 91.0274][ 90.8831][  90.748][ 90.6221][ 90.5054][ 90.3982][ 90.3005][ 90.2124][ 90.1338][  90.065][ 90.0059][ 89.9566][ 89.9171][ 89.8875][ 89.8677][ 89.8578][ 89.8578][ 89.8677][ 89.8875][ 89.9172][ 89.9567][  90.006][ 90.0651][  90.134][ 90.2125][ 90.3007][ 90.3984][ 90.5056][ 90.6223][ 90.7482][ 90.8834][ 91.0277][  91.181][ 91.3431][  91.514][ 91.6935][ 91.8815][ 92.0777][ 92.2821][ 92.4944][ 92.7144][  92.942][  93.177][ 93.4191][ 93.6681][ 93.9238][ 94.1859][ 94.4542][ 94.7283][ 95.0082][ 95.2933][ 95.5836][ 95.8786][ 96.1781][ 96.4817][ 96.7891][ 97.1001][ 97.4142][ 97.7312][ 98.0506][ 98.3722][ 98.6956][ 99.0205][ 99.3464][  99.673][     100]
[     100][ 99.6883][ 99.3769][ 99.0663][ 98.7566][ 98.4483][ 98.1418][ 97.8372][  97.535][ 97.2355][ 96.9391][ 96.6459][ 96.3564][ 96.0709][ 95.7896][ 95.5128][ 95.2408][ 94.9739][ 94.7124][ 94.4565][ 94.2065][ 93.9626][  93.725][  93.494][ 93.2698][ 93.0526][ 92.8426][   92.64][ 92.4449][ 92.2576][ 92.0782][ 91.9069][ 91.7437][ 91.5889][ 91.4425][ 91.3048][ 91.1757][ 91.0554][ 90.9441][ 90.8417][ 90.7483][ 90.6641][ 90.5891][ 90.5234][ 90.4669][ 90.4198][ 90.3821][ 90.3538][ 90.3349][ 90.3255][ 90.3255][ 90.3349][ 90.3538][ 90.3822][ 90.4199][  90.467][ 90.5235][ 90.5892][ 90.6643][ 90.7485][ 90.8418][ 90.9442][ 91.0556][ 91.1759][  91.305][ 91.4428][ 91.5891][  91.744][ 91.9071][ 92.0785][ 92.2579][ 92.4452][ 92.6403][ 92.8429][ 93.0529][ 93.2701][ 93.4943][ 93.7253][ 93.9629][ 94.2068][ 94.4568][ 94.7127][ 94.9742][ 95.2411][ 95.5131][ 95.7898][ 96.0711][ 96.3567][ 96.6462][ 96.9393][ 97.2358][ 97.5352][ 97.8374][ 98.1419][ 98.4485][ 98.7567][ 99.0663][  99.377][ 99.6883][     100]
[     100][ 99.7033][ 99.4069][ 99.1111][ 98.8163][ 98.5229][  98.231][  97.941][ 97.6533][ 97.3682][ 97.0859][ 96.8068][ 96.5311][ 96.2592][ 95.9913][ 95.7277][ 95.4687][ 95.2145][ 94.9654][ 94.7216][ 94.4834][  94.251][ 94.0247][ 93.8046][ 93.5909][ 93.3839][ 93.1838][ 92.9907][ 92.8048][ 92.6262][ 92.4552][ 92.2918][ 92.1363][ 91.9887][ 91.8491][ 91.7177][ 91.5946][ 91.4799][ 91.3737][ 91.2761][  91.187][ 91.1067][ 91.0352][ 90.9725][ 90.9186][ 90.8737][ 90.8377][ 90.8107][ 90.7927][ 90.7837][ 90.7837][ 90.7927][ 90.8107][ 90.8378][ 90.8738][ 90.9187][ 90.9726][ 91.0353][ 91.1069][ 91.1872][ 91.2762][ 91.3739][ 91.4802][ 91.5949][  91.718][ 91.8493][ 91.9889][ 92.1365][ 92.2921][ 92.4555][ 92.6265][ 92.8051][  92.991][ 93.1841][ 93.3843][ 93.5912][ 93.8049][  94.025][ 94.2513][ 94.4837][ 94.7219][ 94.9657][ 95.2148][  95.469][  95.728][ 95.9916][ 96.2595][ 96.5314][  96.807][ 97.0861][ 97.3684][ 97.6535][ 97.9412][ 98.2311][  98.523][ 98.8164][ 99.1112][ 99.4069][ 99.7033][     100]
[     100][ 99.7179][ 99.4362][  99.155][ 98.8748][ 98.5958][ 98.3183][ 98.0426][ 97.7691][  97.498][ 97.2296][ 96.9642][ 96.7021][ 96.4435][ 96.1888][ 95.9381][ 95.6917][   95.45][  95.213][ 94.9811][ 94.7546][ 94.5335][ 94.3181][ 94.1087][ 93.9054][ 93.7085][  93.518][ 93.3342][ 93.1573][ 92.9873][ 92.8245][  92.669][ 92.5209][ 92.3804][ 92.2475][ 92.1224][ 92.0052][  91.896][ 91.7949][ 91.7019][ 91.6171][ 91.5406][ 91.4725][ 91.4127][ 91.3614][ 91.3186][ 91.2844][ 91.2586][ 91.2415][ 91.2329][ 91.2329][ 91.2415][ 91.2587][ 91.2844][ 91.3187][ 91.3615][ 91.4128][ 91.4726][ 91.5407][ 91.6172][  91.702][ 91.7951][ 91.8962][ 92.0055][ 92.1227][ 92.2478][ 92.3806][ 92.5212][ 92.6693][ 92.8248][ 92.9876][ 93.1576][ 93.3345][ 93.5183][ 93.7088][ 93.9057][  94.109][ 94.3184][ 94.5338][ 94.7549][ 94.9814][ 95.2133][ 95.4502][  95.692][ 95.9383][  96.189][ 96.4438][ 96.7023][ 96.9645][ 97.2298][ 97.4982][ 97.7693][ 98.0428][ 98.3184][ 98.5959][ 98.8749][ 99.1551][ 99.4362][  99.718][     100]
[     100][ 99.7323][ 99.4648][  99.198][  98.932][ 98.6672][ 98.4038][ 98.1421][ 97.8825][ 97.6252][ 97.3704][ 97.1184][ 96.8696][ 96.6241][ 96.3822][ 96.1441][ 95.9102][ 95.6806][ 95.4556][ 95.2354][ 95.0202][ 94.8102][ 94.6057][ 94.4068][ 94.2136][ 94.0265][ 93.8456][ 93.6709][ 93.5028][ 93.3413][ 93.1866][ 93.0388][ 92.8981][ 92.7645][ 92.6382][ 92.5193][ 92.4079][ 92.3041][ 92.2079][ 92.1195][ 92.0389][ 91.9662][ 91.9014][ 91.8446][ 91.7958][ 91.7551][ 91.7225][ 91.6981][ 91.6817][ 91.6736][ 91.6736][ 91.6818][ 91.6981][ 91.7226][ 91.7552][ 91.7959][ 91.8447][ 91.9015][ 91.9663][  92.039][ 92.1197][ 92.2081][ 92.3043][ 92.4081][ 92.5195][ 92.6384][ 92.7647][ 92.8983][ 93.0391][ 93.1869][ 93.3416][ 93.5031][ 93.6712][ 93.8459][ 94.0268][ 94.2139][ 94.4071][  94.606][ 94.8105][ 95.0205][ 95.2357][ 95.4559][ 95.6809][ 95.9105][ 96.1444][ 96.3824][ 96.6243][ 96.8698][ 97.1186][ 97.3706][ 97.6253][ 97.8827][ 98.1423][ 98.4039][ 98.6673][ 98.9321][  99.198][ 99.4649][ 99.7323][     100]
[     100][ 99.7463][ 99.4929][ 99.2401][  98.988][ 98.7371][ 98.4876][ 98.2396][ 97.9936][ 97.7497][ 97.5083][ 97.2695][ 97.0337][  96.801][ 96.5717][ 96.3461][ 96.1244][ 95.9068][ 95.6935][ 95.4847][ 95.2807][ 95.0816][ 94.8876][  94.699][ 94.5159][ 94.3384][ 94.1668][ 94.0012][ 93.8417][ 93.6885][ 93.5418][ 93.4016][ 93.2681][ 93.1414][ 93.0215][ 92.9087][  92.803][ 92.7045][ 92.6132][ 92.5293][ 92.4528][ 92.3838][ 92.3223][ 92.2684][ 92.2221][ 92.1835][ 92.1526][ 92.1294][ 92.1139][ 92.1061][ 92.1061][ 92.1139][ 92.1294][ 92.1526][ 92.1836][ 92.2222][ 92.2685][ 92.3224][ 92.3839][  92.453][ 92.5295][ 92.6134][ 92.7047][ 92.8032][ 92.9089][ 93.0218][ 93.1416][ 93.2683][ 93.4018][  93.542][ 93.6888][  93.842][ 94.0015][ 94.1671][ 94.3387][ 94.5162][ 94.6993][ 94.8879][ 95.0819][ 95.2809][  95.485][ 95.6937][  95.907][ 96.1246][ 96.3464][  96.572][ 96.8012][ 97.0339][ 97.2697][ 97.5085][ 97.7499][ 97.9938][ 98.2398][ 98.4877][ 98.7372][ 98.9881][ 99.2401][  99.493][ 99.7463][     100]
[     100][ 99.7601][ 99.5205][ 99.2814][  99.043][ 98.8057][ 98.5697][ 98.3352][ 98.1025][ 97.8719][ 97.6435][ 97.4177][ 97.1946][ 96.9745][ 96.7576][ 96.5442][ 96.3345][ 96.1286][ 95.9268][ 95.7292][ 95.5362][ 95.3478][ 95.1643][ 94.9858][ 94.8125][ 94.6445][ 94.4821][ 94.3253][ 94.1744][ 94.0294][ 93.8904][ 93.7577][ 93.6313][ 93.5113][ 93.3979][ 93.2911][  93.191][ 93.0977][ 93.0112][ 92.9318][ 92.8593][  92.794][ 92.7357][ 92.6847][ 92.6409][ 92.6043][  92.575][  92.553][ 92.5383][  92.531][  92.531][ 92.5383][  92.553][  92.575][ 92.6043][ 92.6409][ 92.6848][ 92.7359][ 92.7941][ 92.8595][ 92.9319][ 93.0114][ 93.0978][ 93.1911][ 93.2913][ 93.3981][ 93.5115][ 93.6315][  93.758][ 93.8907][ 94.0296][ 94.1746][ 94.3256][ 94.4824][ 94.6448][ 94.8127][ 94.9861][ 95.1646][ 95.3481][ 95.5365][ 95.7295][  95.927][ 96.1288][ 96.3347][ 96.5445][ 96.7579][ 96.9747][ 97.1948][ 97.4179][ 97.6437][ 97.8721][ 98.1027][ 98.3354][ 98.5698][ 98.8058][ 99.0431][ 99.2814][ 99.5205][ 99.7601][     100]
[     100][ 99.7736][ 99.5475][ 99.3219][  99.097][  98.873][ 98.6503][  98.429][ 98.2094][ 97.9918][ 97.7762][ 97.5631][ 97.3526][ 97.1448][ 96.9401][ 96.7387][ 96.5407][ 96.3463][ 96.1558][ 95.9693][ 95.7871][ 95.6092][ 95.4359][ 95.2674][ 95.1037][ 94.9451][ 94.7917][ 94.6437][ 94.5011][ 94.3642][ 94.2329][ 94.1076][ 93.9881][ 93.8748][ 93.7676][ 93.6667][ 93.5721][  93.484][ 93.4023][ 93.3273][ 93.2588][  93.197][  93.142][ 93.0938][ 93.0523][ 93.0178][ 92.9901][ 92.9693][ 92.9554][ 92.9485][ 92.9485][ 92.9555][ 92.9693][ 92.9901][ 93.0178][ 93.0524][ 93.0939][ 93.1421][ 93.1972][ 93.2589][ 93.3274][ 93.4025][ 93.4842][ 93.5723][ 93.6669][ 93.7678][  93.875][ 93.9884][ 94.1078][ 94.2332][ 94.3644][ 94.5014][ 94.6439][  94.792][ 94.9454][  95.104][ 95.2676][ 95.4362][ 95.6095][ 95.7873][ 95.9696][ 96.1561][ 96.3466][ 96.5409][ 96.7389][ 96.9404][  97.145][ 97.3528][ 97.5633][ 97.7764][ 97.9919][ 98.2096][ 98.4292][ 98.6504][ 98.8731][  99.097][ 99.3219][ 99.5475][ 99.7737][     100]
[     100][ 99.7869][  99.574][ 99.3616][ 99.1499][ 98.9391][ 98.7295][ 98.5212][ 98.3144][ 98.1095][ 97.9066][ 97.7059][ 97.5077][ 97.3121][ 97.1194][ 96.9297][ 96.7433][ 96.5602][ 96.3808][ 96.2052][ 96.0336][ 95.8661][ 95.7029][ 95.5441][   95.39][ 95.2406][ 95.0961][ 94.9566][ 94.8223][ 94.6932][ 94.5696][ 94.4515][ 94.3389][ 94.2321][ 94.1311][  94.036][ 93.9469][ 93.8638][ 93.7869][ 93.7161][ 93.6516][ 93.5934][ 93.5415][  93.496][  93.457][ 93.4244][ 93.3983][ 93.3787][ 93.3657][ 93.3591][ 93.3591][ 93.3657][ 93.3788][ 93.3984][ 93.4245][ 93.4571][ 93.4961][ 93.5416][ 93.5935][ 93.6517][ 93.7163][  93.787][  93.864][ 93.9471][ 94.0362][ 94.1313][ 94.2323][ 94.3392][ 94.4517][ 94.5698][ 94.6935][ 94.8225][ 94.9568][ 95.0963][ 95.2408][ 95.3902][ 95.5444][ 95.7031][ 95.8663][ 96.0338][ 96.2055][ 96.3811][ 96.5605][ 96.7435][ 96.9299][ 97.1196][ 97.3123][ 97.5079][ 97.7061][ 97.9068][ 98.1097][ 98.3146][ 98.5213][ 98.7296][ 98.9392][   99.15][ 99.3617][ 99.5741][ 99.7869][     100]
[     100][    99.8][ 99.6001][ 99.4007][  99.202][ 99.0041][ 98.8073][ 98.6117][ 98.4176][ 98.2253][ 98.0348][ 97.8464][ 97.6602][ 97.4766][ 97.2956][ 97.1175][ 96.9424][ 96.7706][ 96.6021][ 96.4372][  96.276][ 96.1187][ 95.9654][ 95.8162][ 95.6714][ 95.5311][ 95.3954][ 95.2643][ 95.1382][ 95.0169][ 94.9008][ 94.7898][ 94.6841][ 94.5837][ 94.4888][ 94.3994][ 94.3157][ 94.2376][ 94.1653][ 94.0988][ 94.0381][ 93.9834][ 93.9347][ 93.8919][ 93.8552][ 93.8246][ 93.8001][ 93.7817][ 93.7694][ 93.7632][ 93.7632][ 93.7694][ 93.7817][ 93.8001][ 93.8247][ 93.8553][  93.892][ 93.9348][ 93.9835][ 94.0383][ 94.0989][ 94.1654][ 94.2377][ 94.3158][ 94.3996][  94.489][ 94.5839][ 94.6842][   94.79][  94.901][ 95.0171][ 95.1384][ 95.2646][ 95.3956][ 95.5313][ 95.6717][ 95.8165][ 95.9656][ 96.1189][ 96.2762][ 96.4374][ 96.6023][ 96.7708][ 96.9427][ 97.1177][ 97.2958][ 97.4768][ 97.6604][ 97.8465][ 98.0349][ 98.2254][ 98.4178][ 98.6118][ 98.8074][ 99.0042][ 99.2021][ 99.4008][ 99.6002][    99.8][     100]
[     100][ 99.8128][ 99.6258][ 99.4392][ 99.2532][  99.068][ 98.8838][ 98.7008][ 98.5192][ 98.3391][ 98.1608][ 97.9845][ 97.8103][ 97.6384][  97.469][ 97.3023][ 97.1384][ 96.9775][ 96.8198][ 96.6654][ 96.5145][ 96.3672][ 96.2237][ 96.0841][ 95.9485][ 95.8171][   95.69][ 95.5673][ 95.4491][ 95.3356][ 95.2268][ 95.1228][ 95.0238][ 94.9298][ 94.8409][ 94.7572][ 94.6788][ 94.6056][ 94.5379][ 94.4756][ 94.4188][ 94.3675][ 94.3218][ 94.2818][ 94.2474][ 94.2187][ 94.1957][ 94.1785][  94.167][ 94.1612][ 94.1612][  94.167][ 94.1785][ 94.1958][ 94.2188][ 94.2475][ 94.2819][ 94.3219][ 94.3676][ 94.4189][ 94.4757][  94.538][ 94.6058][ 94.6789][ 94.7574][ 94.8411][   94.93][  95.024][  95.123][  95.227][ 95.3358][ 95.4493][ 95.5675][ 95.6902][ 95.8173][ 95.9487][ 96.0843][ 96.2239][ 96.3674][ 96.5147][ 96.6656][   96.82][ 96.9777][ 97.1386][ 97.3025][ 97.4692][ 97.6386][ 97.8105][ 97.9847][  98.161][ 98.3393][ 98.5193][ 98.7009][ 98.8839][ 99.0681][ 99.2533][ 99.4393][ 99.6258][ 99.8128][     100]
[     100][ 99.8254][ 99.6511][ 99.4771][ 99.3036][ 99.1309][ 98.9592][ 98.7885][ 98.6191][ 98.4512][ 98.2849][ 98.1205][  97.958][ 97.7977][ 97.6398][ 97.4843][ 97.3314][ 97.1813][ 97.0342][ 96.8902][ 96.7494][  96.612][ 96.4781][ 96.3479][ 96.2214][ 96.0988][ 95.9802][ 95.8657][ 95.7555][ 95.6495][  95.548][  95.451][ 95.3586][ 95.2709][ 95.1879][ 95.1098][ 95.0366][ 94.9683][ 94.9051][ 94.8469][ 94.7939][ 94.7461][ 94.7034][  94.666][ 94.6339][ 94.6072][ 94.5857][ 94.5696][ 94.5589][ 94.5535][ 94.5535][ 94.5589][ 94.5696][ 94.5857][ 94.6072][  94.634][ 94.6661][ 94.7035][ 94.7461][  94.794][  94.847][ 94.9052][ 94.9684][ 95.0367][ 95.1099][ 95.1881][  95.271][ 95.3588][ 95.4512][ 95.5482][ 95.6497][ 95.7557][ 95.8659][ 95.9804][  96.099][ 96.2216][ 96.3481][ 96.4783][ 96.6122][ 96.7496][ 96.8904][ 97.0344][ 97.1815][ 97.3316][ 97.4844][ 97.6399][ 97.7979][ 97.9582][ 98.1207][ 98.2851][ 98.4513][ 98.6192][ 98.7886][ 98.9593][  99.131][ 99.3037][ 99.4771][ 99.6511][ 99.8255][     100]
[     100][ 99.8379][  99.676][ 99.5144][ 99.3533][ 99.1929][ 99.0334][ 98.8749][ 98.7176][ 98.5617][ 98.4073][ 98.2545][ 98.1036][ 97.9548][  97.808][ 97.6636][ 97.5216][ 97.3822][ 97.2456][ 97.1118][  96.981][ 96.8533][  96.729][ 96.6079][ 96.4904][ 96.3765][ 96.2663][   96.16][ 96.0575][ 95.9591][ 95.8647][ 95.7746][ 95.6887][ 95.6072][ 95.5301][ 95.4575][ 95.3894][  95.326][ 95.2672][ 95.2131][ 95.1639][ 95.1194][ 95.0798][  95.045][ 95.0152][ 94.9903][ 94.9703][ 94.9554][ 94.9454][ 94.9404][ 94.9404][ 94.9454][ 94.9554][ 94.9704][ 94.9903][ 95.0152][ 95.0451][ 95.0798][ 95.1195][  95.164][ 95.2133][ 95.2673][ 95.3261][ 95.3895][ 95.4576][ 95.5302][ 95.6073][ 95.6889][ 95.7747][ 95.8649][ 95.9592][ 96.0577][ 96.1601][ 96.2665][ 96.3767][ 96.4906][ 96.6081][ 96.7292][ 96.8535][ 96.9812][  97.112][ 97.2457][ 97.3824][ 97.5218][ 97.6638][ 97.8082][ 97.9549][ 98.1038][ 98.2547][ 98.4074][ 98.5618][ 98.7177][  98.875][ 99.0335][  99.193][ 99.3534][ 99.5144][  99.676][ 99.8379][     100]
[     100][ 99.8502][ 99.7005][ 99.5512][ 99.4023][ 99.2541][ 99.1066][ 98.9601][ 98.8148][ 98.6706][ 98.5279][ 98.3867][ 98.2472][ 98.1096][  97.974][ 97.8405][ 97.7092][ 97.5804][  97.454][ 97.3303][ 97.2094][ 97.0914][ 96.9764][ 96.8645][ 96.7559][ 96.6505][ 96.5486][ 96.4503][ 96.3555][ 96.2645][ 96.1773][ 96.0939][ 96.0145][ 95.9391][ 95.8678][ 95.8006][ 95.7377][  95.679][ 95.6246][ 95.5746][  95.529][ 95.4879][ 95.4513][ 95.4191][ 95.3915][ 95.3685][   95.35][ 95.3362][ 95.3269][ 95.3223][ 95.3223][  95.327][ 95.3362][ 95.3501][ 95.3685][ 95.3916][ 95.4192][ 95.4513][  95.488][ 95.5291][ 95.5747][ 95.6247][ 95.6791][ 95.7378][ 95.8007][ 95.8679][ 95.9392][ 96.0146][ 96.0941][ 96.1774][ 96.2647][ 96.3557][ 96.4505][ 96.5488][ 96.6507][ 96.7561][ 96.8647][ 96.9766][ 97.0916][ 97.2096][ 97.3305][ 97.4542][ 97.5805][ 97.7094][ 97.8406][ 97.9741][ 98.1098][ 98.2474][ 98.3869][  98.528][ 98.6707][ 98.8149][ 98.9602][ 99.1067][ 99.2542][ 99.4024][ 99.5512][ 99.7005][ 99.8502][     100]
[     100][ 99.8623][ 99.7248][ 99.5875][ 99.4507][ 99.3144][ 99.1789][ 99.0443][ 98.9107][ 98.7782][  98.647][ 98.5172][  98.389][ 98.2625][ 98.1378][ 98.0151][ 97.8945][  97.776][ 97.6599][ 97.5462][  97.435][ 97.3265][ 97.2208][ 97.1179][  97.018][ 96.9211][ 96.8275][  96.737][ 96.6499][ 96.5662][  96.486][ 96.4093][ 96.3363][ 96.2669][ 96.2013][ 96.1396][ 96.0817][ 96.0277][ 95.9777][ 95.9317][ 95.8898][  95.852][ 95.8182][ 95.7887][ 95.7633][ 95.7421][ 95.7251][ 95.7124][ 95.7039][ 95.6997][ 95.6997][ 95.7039][ 95.7124][ 95.7252][ 95.7422][ 95.7633][ 95.7887][ 95.8183][  95.852][ 95.8899][ 95.9318][ 95.9778][ 96.0278][ 96.0818][ 96.1397][ 96.2015][ 96.2671][ 96.3364][ 96.4094][ 96.4861][ 96.5663][ 96.6501][ 96.7372][ 96.8276][ 96.9213][ 97.0182][ 97.1181][ 97.2209][ 97.3267][ 97.4352][ 97.5463][   97.66][ 97.7762][ 97.8946][ 98.0153][  98.138][ 98.2627][ 98.3892][ 98.5174][ 98.6471][ 98.7783][ 98.9108][ 99.0444][  99.179][ 99.3145][ 99.4507][ 99.5875][ 99.7248][ 99.8623][     100]
[     100][ 99.8743][ 99.7487][ 99.6234][ 99.4985][ 99.3741][ 99.2503][ 99.1274][ 99.0054][ 98.8844][ 98.7647][ 98.6462][ 98.5291][ 98.4136][ 98.2997][ 98.1877][ 98.0775][ 97.9693][ 97.8633][ 97.7594][ 97.6579][ 97.5588][ 97.4623][ 97.3683][ 97.2771][ 97.1886][  97.103][ 97.0204][ 96.9408][ 96.8644][ 96.7911][ 96.7211][ 96.6544][  96.591][ 96.5311][ 96.4747][ 96.4218][ 96.3725][ 96.3268][ 96.2848][ 96.2465][ 96.2119][ 96.1811][ 96.1541][ 96.1309][ 96.1115][  96.096][ 96.0844][ 96.0766][ 96.0728][ 96.0728][ 96.0766][ 96.0844][ 96.0961][ 96.1116][  96.131][ 96.1542][ 96.1812][  96.212][ 96.2466][ 96.2849][ 96.3269][ 96.3726][ 96.4219][ 96.4748][ 96.5312][ 96.5911][ 96.6545][ 96.7212][ 96.7912][ 96.8645][  96.941][ 97.0206][ 97.1032][ 97.1888][ 97.2772][ 97.3685][ 97.4624][  97.559][ 97.6581][ 97.7596][ 97.8634][ 97.9695][ 98.0776][ 98.1878][ 98.2999][ 98.4137][ 98.5292][ 98.6463][ 98.7648][ 98.8845][ 99.0055][ 99.1275][ 99.2504][ 99.3741][ 99.4985][ 99.6234][ 99.7487][ 99.8743][     100]
[     100][ 99.8861][ 99.7724][ 99.6589][ 99.5457][  99.433][  99.321][ 99.2096][ 99.0991][ 98.9895][  98.881][ 98.7737][ 98.6677][  98.563][ 98.4599][ 98.3584][ 98.2585][ 98.1606][ 98.0645][ 97.9704][ 97.8784][ 97.7887][ 97.7012][  97.616][ 97.5334][ 97.4532][ 97.3757][ 97.3008][ 97.2287][ 97.1594][  97.093][ 97.0296][ 96.9691][ 96.9117][ 96.8574][ 96.8063][ 96.7583][ 96.7136][ 96.6722][ 96.6342][ 96.5994][ 96.5681][ 96.5402][ 96.5157][ 96.4947][ 96.4771][ 96.4631][ 96.4525][ 96.4455][  96.442][  96.442][ 96.4455][ 96.4526][ 96.4631][ 96.4772][ 96.4947][ 96.5158][ 96.5403][ 96.5682][ 96.5995][ 96.6342][ 96.6723][ 96.7137][ 96.7584][ 96.8064][ 96.8575][ 96.9118][ 96.9692][ 97.0297][ 97.0931][ 97.1596][ 97.2288][  97.301][ 97.3758][ 97.4534][ 97.5335][ 97.6162][ 97.7013][ 97.7888][ 97.8786][ 97.9705][ 98.0646][ 98.1607][ 98.2587][ 98.3585][   98.46][ 98.5631][ 98.6678][ 98.7738][ 98.8811][ 98.9896][ 99.0992][ 99.2097][  99.321][ 99.4331][ 99.5458][ 99.6589][ 99.7724][ 99.8861][     100]
[     100][ 99.8979][ 99.7958][  99.694][ 99.5925][ 99.4914][ 99.3909][  99.291][ 99.1919][ 99.0936][ 98.9962][ 98.8999][ 98.8048][ 98.7109][ 98.6184][ 98.5273][ 98.4378][ 98.3499][ 98.2637][ 98.1793][ 98.0968][ 98.0162][ 97.9377][ 97.8613][ 97.7871][ 97.7152][ 97.6456][ 97.5785][ 97.5138][ 97.4516][  97.392][  97.335][ 97.2808][ 97.2293][ 97.1805][ 97.1347][ 97.0916][ 97.0515][ 97.0144][ 96.9802][  96.949][ 96.9209][ 96.8959][ 96.8739][  96.855][ 96.8393][ 96.8267][ 96.8172][ 96.8109][ 96.8077][ 96.8077][ 96.8109][ 96.8172][ 96.8267][ 96.8393][ 96.8551][ 96.8739][ 96.8959][  96.921][ 96.9491][ 96.9803][ 97.0145][ 97.0516][ 97.0917][ 97.1347][ 97.1806][ 97.2294][ 97.2809][ 97.3352][ 97.3921][ 97.4517][ 97.5139][ 97.5786][ 97.6458][ 97.7154][ 97.7873][ 97.8615][ 97.9378][ 98.0163][ 98.0969][ 98.1794][ 98.2638][   98.35][ 98.4379][ 98.5275][ 98.6185][ 98.7111][ 98.8049][    98.9][ 98.9963][ 99.0936][ 99.1919][ 99.2911][ 99.3909][ 99.4915][ 99.5925][  99.694][ 99.7958][ 99.8979][     100]
